Interview Text,Dominant_Topic,x,y
" Oh, it's probably been -- I think maybe one of the holes in Reno, Nevada, I think I did it once there, and then a par from there at the Bob Hope earlier in the year.",5,19.408651,6.4231505
"It was a good feeling, especially after last year. Overall we're just glad that the Team did well and that we were very consistent.",1,-5.475798,19.330912
" Six probably.  6 over through the first ten holes, at least four or five shots.  When that stuff happens, you've just got to",7,11.754361,23.36237
"Maybe even a little bit before. No, we all know who's going to potentially be available, so it was dialogue, conversations started up shortly thereafter.",3,-26.647871,10.030689
"How good we're going to be, our young core of players, what we've got going. That's the best sell I can do. I think it's a good one.",7,12.386659,29.2863
"Yeah, so I didn't even know the 1 car had an engine issue. That's a bummer for sure. Our engine shop does a great job. Yeah, that's a bummer.",7,7.5887423,22.623037
"didn't fire me up a whole lot. I look out every day I loved practice, even as a player, I",4,-22.379047,-16.43901
" A little bit, but not very much.  I didn't change anything really; just very small things, you know, they were easy to change, to adjust.",2,-6.1763873,-3.7473962
About four years ago.  I started using it midsummer and I've used the same putter ever since.  I've only changed the grip on it once.  I just was having some difficulties with my putting.  I love the long putter.,1,19.254917,-15.106157
"We played a match without Madison Duello. She's kind of an important part of what we're doing. And it's really interesting of going back, like they said, and watching a match that you played, what, three months ago.",7,10.222971,19.141462
" I don't think so.  Not at all.  I know she is a good player, but all the other things have nothing to do you know, with the way I am going to play her.",5,18.311111,6.8047466
"That's a great question. This year since Spring Training, him, Robles, and I have really come a long way, very long way. Spring Training was fun and interesting. How far we've come since then has been tremendous.",2,-8.329883,-5.6735373
" Well, when you ask me that, I feel maybe a little bit bad for her now, but I feel more happy for myself, so it just overwhelms that.",3,-25.695583,10.58383
" Just looking forward to playing this game, because every  -- we've always dreamed of playing in this game, and we're doing everything we can to win the football game.",0,-2.9627175,-28.270977
I see where you're going.  That's not our motivation.  We're trying to compete for a title.  Golden State doesn't have anything to do with us.,0,-3.3926756,-27.045168
That's a part of the coaching staff and what was evaluated of the situation and the nature of this tournament. So we wanted to bring her into the middle always to have her affect the game a bit more.,0,-4.03224,-23.717897
I think I got -- I kind of just saved it when my ball striking wasn't there; when my putting wasn't there I saved it by the second putts.,7,12.142992,25.197437
"Yeah, Murshida is very young in the Team, and she has the potential to play well in the match. She's in good form nowadays, and I think she's going to be our best player in our Team.",7,12.072978,14.7012825
I don't know what the Nats fans are going to be like. I know they're going to be loud. I know it's going to be exciting here. They waited for a long time for this opportunity.,1,19.467592,-15.758757
We're very happy to be here and excited to be competing in this phase of the tournament and looking forward to our match tomorrow. Thanks.,4,-23.184889,-16.384989
"  Yeah, it was more just the read.  I had every intention to go with a rotation that we have been and possibly could go with that in Game 6.",4,-20.953367,-15.443553
"That's a really good question that I don't know exactly how to answer yet, specifically, because these are the types of things that I personally haven't spent a ton of time on.",0,0.9662384,-31.77839
"You know, we'll have these conversations all day. It's an exciting time. Our pitching will be mapped out a little bit, but honestly, we're just going to go with whatever we feel during the game.",3,-27.464153,9.829259
"  No.  I mean, our backs are against the wall.  It's not like it's never been done before.  We still got hope, we are still going to grind to the end, start to finish.",1,18.486929,-12.773153
"If I had to pick one weakness from AnÃ»?bal, it's hold the runners on. And we knew that. We tried different things. But he gets so focused on getting hitters out that sometimes he gets a little long.",6,-9.468948,24.513512
"  Yeah, unfortunately I didn't hit that great of a shot on 11.  I feel like I executed my game plan, but we didn't carry it far enough for it to take that slope down.",4,-25.893045,-14.705496
" I don't know why was that.  I have six chances to come in, I didn't come once, so that is the way.",5,15.29551,6.5864816
" I could got a bad call, Bud.  Just long time out there to get a bad call on a big point.",1,18.057068,-11.248883
"  It means the world to me obviously that they're here.  This is the closest golf tournament that we have, and commish just added it to our schedule with COVID happening and canceling some events, having them here was just amazing.",1,19.134375,-13.327727
Just makes you feel good.  It makes you want to play harder and play better because it is also a good feeling that the crowd is enjoying the match and that they are getting into it too.,7,11.933441,31.23515
" I think it's just another loss.  I mean, we won six Grand Slams in a row.  How lucky do you want to be?",2,4.0771346,3.6915064
"He's good. He threw, he felt good. We'll see what transpires between now and tonight. But he says he feels good. So, yeah, as of right now he'll definitely start Game 7.",4,-20.884897,-12.354636
"I haven't yet spoken to Max today, waiting for him to get here. So hopefully he's a little bit better. We'll see and I'll talk to him and have more information sometime later today or tomorrow.",3,-28.244068,9.249707
"Yeah, I think tonight they were really clean, yeah, I'd agree. And I thought we had some chances certainly in the second to maybe pull out a set here, and then it's hard to know.",6,-9.324572,24.993721
"I think we had a good season, the seniors stepped up and this was their last game and they played hard and I still think we had a good season even though we lost the last two games.",5,12.1425495,14.019303
"No, I appreciate you saying that. But I'm not saying this trying to brag or trying to have any sense of overconfidence or anything like that.",3,-25.694456,10.583738
" I don't know, I signed the ball for a kid, so he might have had it because it was the same number.  Could have been that ball, I don't know.",0,-4.1136446,-26.217766
"  Honestly, today's round was a little bit boring.  I had 16 pars going into my last two holes, and pars are good, but they can be frustrating if you know you gave yourself a couple birdie chances.",0,-3.7710066,-20.668745
"It's been huge. And like I said, everybody talks about our big three, but AnÃ»?bal has pitched unbelievable since he came off the aisle all year long. He gives us a chance to win ball games every outing.",1,19.46856,-15.758954
Status is still the same.  He went through the film session and that was the bulk of what we did.  Status is the same with Goran.,3,-24.25036,9.572111
"I think everything has been pushed into the pile already. All these cars are pretty much prepared throughout the next three weeks, with the travel to Phoenix, Texas, back to Martinsville. Everything is already prepared.",1,18.14309,-12.062869
" Well, I didn't play my best, but I think a lot of that is due to what he was doing.",5,13.76726,6.641597
"To be honest with you, I don't think many guys really think about the series in its entirety. I think more guys just try to have -- plan on going in and trying to accomplish the goal of winning today.",5,22.27821,6.727446
"No, we didn't have those conversations. Yeah, it was really just about getting the score today and winning the matches.",4,-23.963903,-15.890362
"Not much. We were just looking to keep it simple, and yeah, we were just being in the present and enjoying the moment. That's it. We were just keeping it simple.",7,11.921441,24.184519
" I said this last week at Evian I wanted to do Top 10, Top 15, which last week I totally failed.  So this week",2,-3.680215,-0.60578275
"I'm going to have a press conference tomorrow at noon, and I'll address all those things then. I think I want to just confine this to Stras and the Washington Nationals right now, Barry.",0,0.04797958,-31.55204
I don't get caught up in that.  I go out ask there and get myself prepared to play a big game and worry about winning.,0,-3.3941655,-27.041508
" No.  It is just that you know, the first match I played very good and today, I think I played much better and I feel like match by match I am getting better and better.",7,10.0018635,22.234613
"No, I don't think it really was ever an idea. I threw a bullpen yesterday. Obviously found out when -- a little while ago. But I'm kind of at that point where I'm preparing for Game 6.",6,-9.012711,25.178606
"What about later in your career, the Olympics? Does anything stand out to you as being such a pristine surface to play on?",0,-3.0967867,-24.61778
"I think she passed over 2-4 and made zero hitting errors and she did a really nice job. She had a tough matchup there in the last two sets against Samedy, and she got her hands in front of it.",6,-9.05576,23.084621
" Yeah, I mean, given the condition, I think 67 is a great score, let alone tied for the lead.  Any time you're leading a PGA TOUR event, you have shot a great round of golf.",3,-28.31836,8.763569
"  It definitely reminded me of it, just the excitement, the ""I can't believe this.""   I definitely saw myself, 27 LeBron, 27 AD.  I definitely saw myself in that.",6,-8.752984,22.564901
"MIKE LEACH: Yeah, it's kind of a next-man-up deal.  It's a lot like practice or spring or camp  you just play the next guy.",2,-6.8053675,1.7078038
" At times, no.  At times, yes.  Depends on the player, depends on the day.  As far as today, I think that I just definitely went for too much at times.",5,4.413959,3.7950876
"  Well, she's going to get better open looks in this series than she did in the last series, so that's a positive, number one.",5,18.307934,6.8061733
"No, definitely not.  I'm just thankful I shot a really good round today and I got myself back into it.",2,-4.6638308,-2.3604712
I personally don't think so. I don't think it's one point or two points that determine anything. It's going to sting just as much.,5,-0.31086412,-20.966436
You think about a lot of things before signing. You think about a lot. But I never thought that I'd be here in the big leagues at the biggest stage and performing at the biggest stage.,5,20.315905,6.333677
"She won't be able to answer that. Yeah, she still was going to sit out. She's a precautionary risk, so like Chloe said, she would probably be expected to play in the semifinal.",0,1.2403352,-24.870853
"  Yes, because before couple weeks I don't have a confidence, you know, like distance.  If I have like a between club, like how do I this, so much thinking before shot.",1,19.658491,-14.465815
"Yeah, I mean, there's probably not going to be a lot of odd-man rushes.  We know that.  It's been a tight series.  Not a lot of room out there.",7,12.039765,28.011673
"We tried to back up bowlers with the field, with setting the field, but the bowlers didn't really bowl to their field. So, yeah, in that respect, it just didn't go our way.",2,-6.3989224,-3.5399008
I don't think there was one thing that I helped him with.  I think Andre is probably giving more credit to me than I deserve.,5,10.5908575,4.736978
" I don't know.  Maybe.  I hope so, but I have to try to play the next year in the big tournaments claycourt; I have to play good and then to get points and go up in the ranking.",2,3.5782652,3.519553
Had to make a choice between that and Mexico and come home again is going to be the order of the day.  More breakfast.,2,-3.1564326,0.053736985
" On 17, I didn't hit a good drive.  I hit a 5 iron in.  I had 235 to the pin.  I carried it 223 or so with a 5 iron.  But my driver was very hesitant.",4,-22.995207,-15.898756
"As of right now, yes. I think he talked to some of you guys already. He gave you thumbs up, didn't he?",7,11.754146,23.36147
"You know what, he's coming to the game. He's a fan. Hopefully he cheers for the Washington Nationals, and I hope he enjoys the game.",4,-25.125853,-14.629742
"It's an incredible feeling. I really don't have many words right now. But after winning games one and two, we had a lot of confidence going into Game 3. Didn't go our way.",7,12.085185,14.631885
" No.  I knew I was going to play two days in a row.  I was supposed to start on Monday, so was prepared for that.",3,-25.491247,10.029248
" I am extremely delighted.  I think it's funny because when I won back in '98, I never even made a trip into the media room until after I won.  (Laughing).  So this is my first time.",2,-2.9280143,-0.04175824
" As I said, I really believe I am a better player now and I think I deserve it more, these days and I think I am ready for it much better than I did in that year.",2,3.8365839,3.6059647
I did not get a free dinner actually. There might have been a bill. I might have hit a window or something so --,1,16.091003,-11.079007
"  Oh, I can see far away.  I just can't see close up anymore.  Can't read the scorecard, but I can see an eagle over there.",6,-8.924606,21.57031
I would say it was very close to maximum.  But not 100%.  I would say it was very close to maximum.  Maybe you can write for which paper you work for.,6,-8.753341,22.56306
"Yeah, everybody is on edge when you go into OT.  One bad bounce, it could be turning out badly for your Team or good for your Team.  Fortunately for us, he put one in.",4,-24.600592,-15.227582
"  Yeah, we'll talk about the starting lineup, we'll submit it 30 minutes prior, not before then. And in terms of the other rotations, obviously you guys will have to see that play out throughout the game.",2,-3.882496,4.451566
"  Again, the media is going to look for something, blow something out of proportion.  That's something that's been blown out of proportion.",0,-3.0963364,-24.617758
"  Not yet.  I saw her son this morning at the daycare.  You know, it is hard to kind of catch up because you're on different schedules and the babies have different schedules.",6,-8.6804085,23.103338
"Well, there's been times where that does happen, for sure.  We respond pretty well to adversity.  When it's on the line, we tend to get good results.  That's what we're hoping for tomorrow obviously.",0,-0.74080557,-29.963247
" Thank you, Geoff, for joining us.  Great round today.  I know you were probably a little disappointed with that last hole, but still a good day and you're in excellent position for Sunday.",3,-27.735245,9.499305
"Well, I wasn't aware of that, that a lot of their runs were being scored during that portion of the game. I know in Game 2 obviously it kind of got away from us in those innings.",4,-25.937128,-13.944684
"There was a time maybe when I was -- when I was more beatable, two years back, three years back, but I think I have gotten-- now the players don't really feel that way too much, hopefully.",5,9.601244,7.807486
"My dream was pitching in the big leagues was my dream. I always imagined playing the World Series and winning the game for us. Something very big for me, big year for me. And I think I'm proud of myself.",2,-7.7735753,-5.5255933
" Well, I was on the Nationwide Tour for five years after college, and I've been close a few times.  But I wasn't able to make it out here.",0,13.639924,-13.151754
"Yeah, I guess I haven't really thought about it too much. But I'm sure I'll probably push it back a little bit.",3,-22.939247,10.753103
"Yeah, I've never been to the SCG. I've seen it all on TV in the Ashes when I was younger, so it's quite nice to be able to go there and play a game there. Like I'm really excited.",0,0.5150299,-31.128704
" I didn't make so much final, I mean, it is my second -- third, so -- but one day you have to start to win, so maybe tomorrow.",0,-0.67235476,-21.693903
"I think other than just the whole keeping the Team motivated, keeping the morale up. I don't know, a lot of guys feed off that. It keeps everyone motivated knowing we're the best. Gives everyone confidence, right?",5,21.60122,6.831788
"Yeah, it's exciting. I think after the first couple of games obviously our goal coming here was to be able to get back to Minute Maid. We've accomplished that. And obviously we want to win tonight.",1,19.87848,-15.729795
" No, but I think I was a little bit slower getting into the balls; especially at the net, because I made some mistakes which I shouldn't have.  But that is what happened.",5,9.603535,7.8064094
"  I don't know if you can compare them to any one Team.  I think every Team, every defense has it's own style, it's own characteristics.",6,-5.8513713,21.512676
"Yeah, I'll have some family and friends. It's nice to be back in a city that's somewhat familiar. It's an awesome place and I've loved playing here the last couple of years. Yeah, I'm just really excited about it.",7,10.205152,19.069363
" It was just kind of sitting down, nestled down but I could see the ball.  I've been in worse, believe me.",0,-3.796363,-20.544939
  It's a huge deal.  It's the switch of a game.  Could be the change of an outcome.  It's key.  We knew that going in we're going to have to close out quarters.  It's tough.  It's not the easiest thing.,1,20.143864,-15.195783
"  It's been a good time.  I got a chance to enjoy the city a little bit for a couple of days, look around.  And again, it's been business at hand.",3,-27.735481,9.499141
It's a Taylor Made Rossa putter.  I putted with a Rossa earlier in the year.  I'm going back and forth with it and I grabbed it one out of the barrel and it's totally different than anything I've putted it.,0,-1.9474529,-29.311924
I think so too. We kept learning as we went. That was the biggest thing. We were just taking it one day at a time and doing whatever we could to just help and benefit the Team.,5,17.203007,6.417157
"  Hell, yeah.  Yeah.  Look, I show up to win every race, like any of these guys.  If you don't have that mindset, I don't know what you're doing here.  I'll always preach that.",0,1.233189,-24.875853
"I don't know if we can say we don't know a ton about them, just because of how good they are this year and how good they were last year.",5,12.308103,13.548336
"The BYU match from my freshman year, yeah, I saw a little parallels to that game, just that back and forth, like they were playing amazing defense. It was good to be in that environment in a tough situation.",2,-8.034268,-4.9260926
"  Yeah, I think it rained a lot last night and the course was playing quite long and quite soft.  The fairways are quite wet so we played preferred lies, but it was tough to get on the par-5s.",0,-0.02495372,-30.639492
 I didn't eat at Flushing Meadow all two weeks.  What I was doing was getting good New York delis sandwiches and eating turkey sandwiches for two straight weeks and didn't eat here at all.,2,-6.1780324,-3.783115
"Good afternoon. My name is Jon Shevstakovsky, and I am vice president of communications and education at the National Baseball Hall of Fame and Museum in Cooperstown. Welcome to the Hall of Fame's MLB press conference.",7,11.918285,24.1848
"Yeah, I use that as a lot of motivation personally. I love it. Honestly, like, if people want to motivate me, just talk crap about me on the Internet. It works pretty well (smiling).",0,1.0768929,-24.942244
"We actually hit some balls hard, we really did. We just can't get nothing going these last three days. But we hit some balls hard.",5,18.302736,6.8074703
"Execute.  Last night was a lot better, simplified getting pucks to the net, got some traffic.  We had some pretty good looks.  I probably should have scored on the one.  Hit the post or whatever, so...",5,21.568972,6.1467576
"  Pretty tough start.  You know, like actually 1st hole I make bogey I feel like it's can happen because like long par-4.",0,0.49630746,-31.84929
" Bart, you've had a consistent year as far as making cuts, and you're 168th on the money list but maybe you haven't finished as well as --",3,-27.01048,9.046844
" I thought I had a chance to go in the fifth set, especially with the breakpoint in the next game.",4,9.994906,4.3888726
"Yeah, obviously it feels great when you do something for your Team, and yeah, I'm really looking forward for the semis now.",4,-24.598738,-15.225223
"  It was a little bit luck that -- Todd normally plays with Arantxa and Arantxa decided not to play the mixed over here, so Todd was deciding to play or not to play the mixed and then--",2,-6.1769495,-3.781755
"  I was talking to Sue about it before we finished.  I talked to Cathy [Engelbert] about it before my Podcast.  To be able to be the 2020 WNBA champs, it's a huge gold star next to that.",6,-8.925189,21.570906
" I've got a bunch of family in town, so I'll probably just be at home and entertain all of the family that I've got in town.",1,19.260767,-15.103169
"Yeah, I think those guys both came into our program a little unsure of what their role would be.  They're both very humble and quiet kids.  Credit that's guys for bringing your younger defensemen along.",7,10.494452,20.426931
"  He's a competitor.  What he's trying to do -- you tip your hat to a guy like that.  Obviously, it's a terrible time going down with an injury.  An injury of that caliber obviously hinders you a little bit.",3,-27.503279,9.093079
"This was the first time we've played in these conditions, and it's very different than ours. Usually we have the series, more series in Asia.",5,16.21001,6.699005
"I think so.  I shot 66 and I was winning so I knew I was going to qualify, so I came straight over and practiced a little bit and got some free clubs and the whole bit.",3,-27.760166,8.667663
" Because they was playing volleyball in the big club in France and the first activity was the tennis, so I start with my girlfriend because they was playing tennis so I was playing tennis with them.",1,18.713537,-13.514519
"Well, I think I would characterize it as a tale of two cities. I think as between the negotiating committees, the dialogue has gotten a little more positive in the most recent set of meetings.",5,17.183006,6.4273834
 I think it is difficult to say because I think he is second tournament.  I don't know how many tournaments he played.,5,18.28677,6.39182
"I feel a lot better after today, getting out of here with a good day, leading laps here. I feel good about that leading into next week.",3,-22.79511,10.844517
"So, yeah, the pitch will probably play the same for both Teams. So it's just a matter of consistency on our part to do well in all aspects of the game.",5,16.205114,6.7372766
"I don't know. Everyone is a little bit different, honestly. You just try and get to know one another and try and be authentic and explain who we are, try and find out about the player.",2,3.4168096,3.4646492
"This Team had such a great year, and to end like that -- they are a great Team. I just wish we could have responded like we have been.",6,-9.43469,23.075481
"Yeah, just in general terms if you look at a lineup and you have -- the fewer guys you have to game plan for, you know, the easier it is to navigate a game on the other side.",1,19.134277,-13.322721
"I don't think I'll be able to describe what it's going to be like.  I know from what I've seen, I've been very, very impressed.  We're excited to get back home and show what this town's about.",0,-1.0061281,-30.227104
Certainly know who they are. This is certainly about our young core. Those two guys are part of it. They're probably the next wave of players coming.,7,11.955087,26.674591
" Well, as far as I am concerned importance of the tournament and the kind of the player I beat today, yes.",2,3.4673033,3.483643
"Yeah, it was a lot different this year.  We had the experience.  We knew what the crowd was going to be like.  We actually practiced with crowd noise on our last practice at home.",4,-26.678236,-14.277004
"I'm glad he told you that. I talked to him today, he says he feels real good. He's going to go. And he's going to pitch. And we'll see how far he can take us.",4,-18.150663,-17.257383
"We're counting on Cano. He's another guy that had a bad year last year. Knowing him, knowing his preparation, I have no doubt he'll show up at Spring Training ready to go.",3,-27.311583,8.83964
" He was out today and hopefully get a chance to see him in the next couple of days, I wanted to go last night, but -- obviously I had a match.",3,-23.4024,9.247836
"I think I might have been in 2000.  I think I was the oldest guy.  Nick Price was there, and I think I have him by maybe four or five months in age.",5,4.6677036,3.8771112
"Like I said, I just don't -- I don't want to make this about one play. It was a big play. I just don't want to make it about one play.",0,-0.3326254,-30.95251
" I didn't about that.  I just tried to play it point by point to see the next point and don't think about beyond five sets, four sets, beat Jim Courier just --",6,-6.059487,21.57023
"  I don't necessarily think it is an advantage.  You know, we have been involved in a Championship Game already this year.  But once you cross the white lines, it is all the same.",5,17.222834,6.9301753
"CHRIS HIGGS:  I think the only debate about any one player's performance is she being, whoever 'she' is  Is she being measured fairly amongst all other players.",6,-9.13956,22.023584
"Exactly. We play this part kind of back to back to back, so it's nice to be in the same place. A travel day does take its toll a little bit. So I'm happy we're in Sydney.",3,-26.74773,9.366979
 It is enough to worry about is what is in front of me.  I don't need to worry about what everybody else is doing.,2,-2.9811816,0.7427116
" Oh, definitely.  I mean, definitely. She beat her earlier this year in Delray Beach.  I mean, I know Gaby is going to remember that.  I mean, I definitely think that she has a great chance.",5,11.970437,8.417804
"We're pretty good, too. We're going to try to adapt to him. And I think our pitchers did a good job of mixing. We didn't stay in one area, we didn't get him out the same way twice, really.",5,5.285993,4.074236
"It's devastating. It's not something that I wish on anybody in this room. Just like I don't wish any of you to be standing up here having to answer these questions, either.",6,-8.679922,23.107586
I think he'll be great. He's a fun-loving guy. He's a different dude. I think he'll be great in that culture.,4,-21.211676,-14.501774
"No. They haven't reached out because of that. I've had players reach out to me this off-season, but not specifically for -- after the trade about other things.",0,-3.8543522,-25.468018
"I mean, they won some two-strike counts. They battled. I mean, I feel like I've said this a few times since we've been to the postseason, our opponents have not taken a pitch off.",1,19.00641,-14.157319
" 3, I hit it in the rough left and then hit it in the front left bunker, just got it on to the green and 2-putted.",2,-4.948361,-2.1041396
